"Entity_Name","Address","Floor","Borough","State","Zip","AED_NumPersonTrained","AED_NumAeds","Latitude","Longitude","Community_District","Council_District","Census_Tract_2010","NTA_Code","BBL","BIN","Location Point","Location Type","Last Updated"
"Conselyea Preparatory School","208 North 5 Street","New Gym Building","Brooklyn","New York","11211","14","1","40.71534379","-73.9567161","301","34","51900","BK73","3023450001","3062337","POINT (-73.9567161 40.71534379)","School",
"Momentum Worldwide","250 HUDSON STREET","3rd floor / corridor","Manhattan","New York","10013","13","1","40.72465097","-74.00775316","102","1","3700","MN24","1005780047","1009723","POINT (-74.00775316 40.72465097)","Businesses & Commercial Spaces",
"Baruch College Campus High School","55 East 25 Street","FL 03 - Outside Room 319","Manhattan","New York","10010","42","1","40.74192324","-73.98652137","105","2","5600","MN13","1008550016","1016745","POINT (-73.98652137 40.74192324)","School",
"Brighter Choice Community School","280 Hart Street","Main Entrance","Brooklyn","New York","11206","10","1","40.69407839","-73.94074395","303","36","28100","BK35","3017730014","3049420","POINT (-73.94074395 40.69407839)","School",
"Lincoln Center Theater","150 West 65th Street","Mitzi E New House","Manhattan","New York","10023","25","1","40.7738692","-73.98423306","107","6","14900","MN14","1011340025","1028832","POINT (-73.98423306 40.7738692)","Performance Venues",
"Mutual of America","320 PARK AVENUE","Mailroom - 2nd fl","Manhattan","New York","10022","17","1","40.75744266","-73.97379805","105","4","10200","MN17","1012860035","1035464","POINT (-73.97379805 40.75744266)","Businesses & Commercial Spaces",
"75K373 Mini Building","532 Albany Avenue","main entrance","Brooklyn","New York","11203","2","1","40.661879","-73.93994004","309","40","80600","BK60","3047940026","3106599","POINT (-73.93994004 40.661879)","Businesses & Commercial Spaces",
"One World Trade Plaza","285 Fulton Street","20th Floor South Lobby","Manhattan","New York","10007","32","1","40.71327345","-74.01281992","101","1","1300","MN25","1000580001","1088469","POINT (-74.01281992 40.71327345)","Businesses & Commercial Spaces",
"Hawkins Delafield & Wood LLP","140 Broadway","FL 42 - Copy Room South","Manhattan","New York","10005","10","1","40.70903575","-74.01062607","101","1","700","MN25","1000480001","1001027","POINT (-74.01062607 40.70903575)","Businesses & Commercial Spaces","06/12/2025"
"P.S. 122 Mamie Fay","21-21 Ditmars Boulevard","Main entrance","Queens","New York","11105","12","1","40.7803396","-73.91665488","401","22","10300","QN72","4008800001","4019633","POINT (-73.91665488 40.7803396)","Public Schools",
"Achievement First Linden Charter - Middle School","2390 Pitkin Ave","Outside Stairwell B","Brooklyn","New York","11208","16","1","40.67362495","-73.88408752","305","42","116600","BK82","3040170015","3427386","POINT (-73.88408752 40.67362495)","School","03/10/2025"
"Region 3 Satellite Office","90-27 Sutphin Boulevard","Lobby","Queens","New York","11435","20","1","40.7023322","-73.80814752","412","27","24000","QN61","4096770007","4206784","POINT (-73.80814752 40.7023322)","Government Buildings & Services",
"Collibra, Inc.","61 BROADWAY","FL 31","Manhattan","New York","10006","4","1","40.70698798","-74.01233539","101","1","1300","MN25","1000210001","1000808","POINT (-74.01233539 40.70698798)","Businesses & Commercial Spaces","09/28/2024"
"William Cullen Bryant High School","48-10 31 Avenue","outside 373 (nurses office)","Queens","New York","11103","27","1","40.75822321","-73.91051381","401","26","16300","QN70","4007380002","4013655","POINT (-73.91051381 40.75822321)","School",
"The Cathedral School (Cathedral of St. John the Divine)","1047 AMSTERDAM AVENUE","Undercroft, Crypt Gym","Manhattan","New York","10025","10","1","40.80402641","-73.96307333","109","7","19701","MN09","1018650001","1082706","POINT (-73.96307333 40.80402641)","Private Schools",
"The 400 Central Park West Condominium","400 CENTRAL PARK WEST","Lobby","Manhattan","New York","10025","6","1","40.79393945","-73.9630356","107","7","18500","MN12","1018337504","1055288","POINT (-73.9630356 40.79393945)","Businesses & Commercial Spaces",
"K2 Integrity","730 3rd Avenue","FL 09 - Restrooms","Manhattan","New York","10022","8","1","40.75309747","-73.97275667","106","4","1011","MN19","1013000033","1036195","POINT (-73.97275667 40.75309747)","Businesses & Commercial Spaces","11/01/2024"
"Fordham University Bronx Location","441 East Fordham Road","Freeman Hall lobby","Bronx","New York","10458","0","1","40.86072673616","-73.88953366191","206","15","39700","BX06","2032730001","2102025","POINT (-73.889533661913 40.860726736162)","Colleges & Universities","03/27/2025"
"Columbia University - Lerner Hall","2920 BROADWAY","Outside Cafe","Manhattan","New York","10027","1","1","40.80704062","-73.96458881","109","7","20300","MN09","1018860001","1082166","POINT (-73.96458881 40.80704062)","Colleges & Universities","09/05/2024"
"Queens Satellite High School for Opportunity","162-02 Hillside Avenue","Main Entrance","Queens","New York","11432","5","1","40.70847218","-73.80006469","412","24","44602","QN61","4097680022","4209031","POINT (-73.80006469 40.70847218)","School",
"The High School of Fashion Industries","225 West 24 Street","Outside Rm 515","Manhattan","New York","10011","14","1","40.74514906","-73.9960735","104","3","9100","MN13","1007740019","1014174","POINT (-73.9960735 40.74514906)","School",
"P.S. 002 Alfred Zimberg","75-10 21 AVENUE","outside room 325","Queens","New York","11370","32","1","40.7703277","-73.89447504","401","22","31700","QN72","4009710001","4021375","POINT (-73.89447504 40.7703277)","Public Schools",
"P.S. 018 John G. Whittier","221 Broadway","main entrance","Staten Island","New York","10310","24","1","40.63657975","-74.11750887","501","49","10500","SI35","5001760010","5004877","POINT (-74.11750887 40.63657975)","Public Schools",
"New York Center For Autism Charter School - East Harlem","433 East 100 Street","FRONT ENTRANCE BY SCHOOL SAFETY","Manhattan","New York","10029","3","1","40.78525161","-73.94152554","111","8","16200","MN33","1016940001","1083933","POINT (-73.94152554 40.78525161)","School",
"Bronx Arts and Science Charter School","925 Hutchinson River Parkway","outside B022","Bronx","New York","10465","12","35","40.82584133","-73.83672546","210","13","9000","BX09","2055420001","2097746","POINT (-73.83672546 40.82584133)","Public Schools","03/10/2025"
"CC First Presbyterian Senior Centers","12 West 12th Street","Director's Office","Manhattan","New York","10011","2","1","40.73489459","-73.99514315","102","2","6300","MN23","1005750048","1083138","POINT (-73.99514315 40.73489459)","Senior Centers",
"Time Warner Cable","100 CABLE WAY","FL 01 - Lounge","Staten Island","New York","10303","118","1","40.63008764","-74.1667315","501","49","32300","SI12","5012680278","5028501","POINT (-74.1667315 40.63008764)","Businesses & Commercial Spaces",
"P.S. 80 The Thurgood Marshall Magnet School of Multimedia and Communication","171-05 137 Avenue","MAIN ENTRANCE","Queens","New York","11434","8","1","40.67281174","-73.76925197","412","28","33402","QN02","4124950166","4270056","POINT (-73.76925197 40.67281174)","Public Schools",
"P.S. 290 Juan Morel Campos","135 Schenck Avenue","Outside Room 417","Brooklyn","New York","11207","12","1","40.6778822","-73.88975838","305","37","119800","BK82","3039490018","3087821","POINT (-73.88975838 40.6778822)","Public Schools",
"Fordham University Bronx Location","441 East Fordham Road","Fitness Center Desk","Bronx","New York","10458","0","1","40.86072673616","-73.88953366191","206","15","39700","BX06","2032730001","2102025","POINT (-73.889533661913 40.860726736162)","Colleges & Universities","03/27/2025"
"Mott Haven Academy Charter Elementary School","170 Brown Place","main entrance","Bronx","New York","10454","11","1","40.806374","-73.9211483","201","8","2500","BX39","2022630001","2000023","POINT (-73.9211483 40.806374)","School",
"Albert Shanker School for Visual and Performing Arts","31-51 21 Street","Outside Room 412","Queens","New York","11106","29","1","40.76625737","-73.93070849","401","22","7700","QN70","4005530001","4006382","POINT (-73.93070849 40.76625737)","School","03/10/2025"
"Gotham Professional Arts Academy","561 Grand Avenue","Main Entrance","Brooklyn","New York","11238","7","1","40.67848066","-73.96210479","308","35","30500","BK61","3011410005","3027982","POINT (-73.96210479 40.67848066)","School",
"J.H.S. 185 Edward Bleeker","147-26 25 Drive","2nd Floor Near Room 226","Queens","New York","11354","4","1","40.77524597","-73.81934601","407","19","104700","QN51","4048020001","4108664","POINT (-73.81934601 40.77524597)","Public Schools",
"Fiorello H. LaGuardia High School of Music & Art and Performing Arts","100 Amsterdam Avenue","Near Room G30","Manhattan","New York","10023","19","1","40.77362231","-73.98527293","107","6","15100","MN14","1011560030","1030341","POINT (-73.98527293 40.77362231)","School","03/10/2025"
"P.S. 175 The Lynn Gross Discovery School","64-35 102 Street","3rd Floor oustide stairway F","Queens","New York","11374","14","1","40.73093334","-73.85316308","406","29","72100","QN17","4021280014","4051200","POINT (-73.85316308 40.73093334)","Public Schools",
"Australia and New Zealand Banking Group","277 Park Avenue","FL 31 - Emergency Health Room","Manhattan","New York","10172","11","1","40.75555731","-73.97513791","105","4","9200","MN19","1013027501","1076268","POINT (-73.97513791 40.75555731)","Businesses & Commercial Spaces",
"Department of Citywide Administrative Services","1 Centre Street","FL 09","Manhattan","New York","10007","8","1","40.71299412","-74.0041807","101","1","2900","MN27","1001210001","1001394","POINT (-74.0041807 40.71299412)","Government Buildings & Services",
"P.S. 124 Osmond A Church","129-15 150 Avenue","Outside Room 417","Queens","New York","11420","14","1","40.66505024","-73.81170114","410","28","84602","QN55","4118820001","4257530","POINT (-73.81170114 40.66505024)","Public Schools",
"P.S. 182 Samantha Smith","153-27 88th Avenue","Outside 3rd Floor Gym","Queens","New York","11432","0","1","40.70642219","-73.80344324","412","27","23600","QN35","4097630023","4594831","POINT (-73.80344324 40.70642219)","Public Schools",
"Learning Through Play Pre-K Center at 105 Willis Avenue (X354)","105 Willis Avenue","Main Entrance","Bronx","New York","10454","10","1","40.80578117","-73.92530666","201","8","1900","BX39","2022957501","2117111","POINT (-73.92530666 40.80578117)","Public Schools","03/10/2025"
"Equinox","820 CONCOURSE VILLAGE WEST","-","Manhattan","New York","10451","0","1","40.82512128","-73.92213771","204","16","6100","BX14","2024430091","2118422","POINT (-73.92213771 40.82512128)","Health Clubs & Gyms",
"Roosevelt Island Operating Corporation","552 MAIN STREET","FL 01","Manhattan","New York","10044","30","2","40.76207049","-73.94961756","108","5","23801","MN31","1013730030","1083202","POINT (-73.94961756 40.76207049)","Government Buildings & Services",
"Empire State Realty Trust [250 w 57th]","250 WEST 57 STREET","Lobby","Manhattan","New York","10107","4","1","40.76638394","-73.98211934","105","6","13700","MN17","1010280056","1024899","POINT (-73.98211934 40.76638394)","Businesses & Commercial Spaces",
"Learning Through Play Pre-K Center at 535 Union Avenue (X356)","535 Union Avenue","Main Entrance","Bronx","New York","10455","4","1","40.81230729","-73.90548075","201","8","3100","BX39","2025827501","2127407","POINT (-73.90548075 40.81230729)","Public Schools",
"Jack Resnick & Sons, Inc.","133 EAST 58 STREET","Building Office - Basement","Manhattan","New York","10022","0","1","40.76169581","-73.96886176","105","4","11203","MN19","1013130014","1037166","POINT (-73.96886176 40.76169581)","Businesses & Commercial Spaces",
"FTI Consulting","1166 6th Avenue","FL 15 - Printing Area","Manhattan","New York","10036","0","1","40.75699693","-73.98252614","105","4","9600","MN17","1012617501","1071414","POINT (-73.98252614 40.75699693)","Businesses & Commercial Spaces","04/30/2025"
"P.S. 007 Louis F. Simeone - Annex","76-05 51 Avenue","Main Entrance","Queens","New York","11373","0","1","40.73678276","-73.88743774","404","30","47900","QN50","4024510021","4056455","POINT (-73.88743774 40.73678276)","Public Schools",
"P.S. 182 Samantha Smith E.C.C./Parsons Blvd-Annex","88-13 Parsons BLVD","Outside 2nd Floor Entrance","Queens","New York","11432","11","1","40.70651317","-73.8020832","412","24","44602","QN61","4097640001","4208939","POINT (-73.8020832 40.70651317)","Public Schools",
"Robin Sue Ward School (P177Q)","56-37 188 Street","Main Entrance","Queens","New York","11365","8","1","40.74390226","-73.78813174","411","20","141700","QN48","4056740002","4128231","POINT (-73.78813174 40.74390226)","School",
"Hamilton Heights School","1750 Amsterdam Avenue","3rd floor elev","Manhattan","New York","10031","7","1","40.82628816","-73.9468443","109","7","23300","MN04","1020780019","1081834","POINT (-73.9468443 40.82628816)","School",
"Time Warner Cable","120 EAST 23 STREET","19th Floor","Manhattan","New York","10010","118","1","40.73976572","-73.9853887","105","2","6800","MN21","1008780065","1018032","POINT (-73.9853887 40.73976572)","Businesses & Commercial Spaces",
"Sunbelt Rentals, Inc - 0540","5875 Maurice Ave","-","Queens","New York","11378","2","1","40.72508816","-73.91018326","402","26","1006","QN31","4026630030","4059722","POINT (-73.91018326 40.72508816)","Businesses & Commercial Spaces","07/29/2024"
"Comcast Enterprise - Sportsnet New York","4 WORLD TRADE CENTER","Fl 49","Manhattan","New York","10007","1","3","40.71002653","-74.01147027","101","1","1300","MN25","1000580001","1088795","POINT (-74.01147027 40.71002653)","Businesses & Commercial Spaces",
"Morgan Stanley - 1585 Broadway","1585 Broadway","FL 12","Manhattan","New York","10036","1","1","40.76020869","-73.98533366","105","3","12500","MN17","1010197502","1076193","POINT (-73.98533366 40.76020869)","Businesses & Commercial Spaces",
"Kappa V (Knowledge and Power Preparatory Academy)","985 Rockaway Avenue","Sports (usually RM 243 or 257 with Mr. Zollo)","Brooklyn","New York","11212","17","1","40.655722","-73.90699","316","42","91600","BK16","3036360007","3082940","POINT (-73.90699 40.655722)","Public Schools","03/10/2025"
"P.S. 183 Robert L. Stevenson","419 East 66 Street","Main Entrance next to School Safety","Manhattan","New York","10065","11","1","40.76372901","-73.95815016","108","5","11600","MN31","1014610007","1045569","POINT (-73.95815016 40.76372901)","Public Schools",
"Channel View School For Research","100-00 Beach Channel Drive","Gateway Academy - Room 199","Queens","New York","11694","81","1","40.58605892","-73.82262478","414","32","94201","QN10","4161670099","4303773","POINT (-73.82262478 40.58605892)","Public Schools","03/10/2025"
"Mott Haven Village Preparatory High School","701 St. Anns Avenue","Main Entrance-North Lobby MHVPHS","Bronx","New York","10455","4","1","40.81824312","-73.91102892","201","17","7100","BX34","2023590240","2001153","POINT (-73.91102892 40.81824312)","School",
"PublicisGroupe","375 HUDSON STREET","7th floor","Manhattan","New York","10014","2","1","40.7284278","-74.00715106","102","3","3700","MN24","1005990064","1010379","POINT (-74.00715106 40.7284278)","Businesses & Commercial Spaces",
"Mutual Redevelopment Houses, Inc - 6A & 6B","290 9 AVENUE","-","Manhattan","New York","10001","1","1","40.74891768","-73.99954525","104","3","9700","MN13","1007510001","1082794","POINT (-73.99954525 40.74891768)","Businesses & Commercial Spaces",
"P.S. 068 Bronx","4011 Monticello Avenue","Main Entrance","Bronx","New York","10466","10","1","40.89172567","-73.83846912","212","12","42600","BX62","2049860081","2067852","POINT (-73.83846912 40.89172567)","Public Schools",
"PCCP, LLC","444 MADISON AVENUE","30th Floor","Manhattan","New York","10022","1","1","40.75757485","-73.97580493","105","4","10200","MN17","1012850015","1035454","POINT (-73.97580493 40.75757485)","Businesses & Commercial Spaces",
"Valence College Prep Charter School","97-29 64th Road","Third Floor","Queens","New York","11374","28","1","40.72937335","-73.85895747","406","29","71701","QN18","4020917502","4622920","POINT (-73.85895747 40.72937335)","School","03/10/2025"
"East-West School of International Studies","46-21 Colden Street","4th Floor Outside Rm 428","Queens","New York","11355","2","1","40.74953728","-73.82207234","407","20","84500","QN22","4051470001","4116436","POINT (-73.82207234 40.74953728)","School",
"Gershwin Theater","222 W 51st St","-","Manhattan","New York","10019","9","2","40.76225886","-73.98413113","105","3","13100","MN17","1010220043","1024812","POINT (-73.98413113 40.76225886)","Performance Venues",
"Time Warner Cable","120 EAST 23 STREET","11th fl o/s internal staircase","Manhattan","New York","10010","118","1","40.73976572","-73.9853887","105","2","6800","MN21","1008780065","1018032","POINT (-73.9853887 40.73976572)","Businesses & Commercial Spaces",
"Macy's - LIC Photo & Content Studio","30-30 47 AVENUE","-","Queens","New York","11101","26","1","40.74316085","-73.93656804","402","26","19900","QN31","4002820001","4003540","POINT (-73.93656804 40.74316085)","Businesses & Commercial Spaces",
"Trump Tower Residential","721 Fifth Avenue","Lobby Concierge","Manhattan","New York","10022","7","1","40.76238336","-73.97437368","105","4","11202","MN17","1012927501","1035794","POINT (-73.97437368 40.76238336)","Businesses & Commercial Spaces","04/30/2025"
"P.S. 219 Paul Klapper","144-39 Gravett Road","Main Entrance","Queens","New York","11367","9","1","40.73526982","-73.82374879","408","24","80900","QN37","4065070001","4448708","POINT (-73.82374879 40.73526982)","Public Schools",
"Alfred E. Smith Recreation Center","80 Catherine Street","1","Manhattan","New York","10038","2","1","40.71072148","-73.99663102","103","1","2500","MN27","1001110160","1083357","POINT (-73.99663102 40.71072148)","Parks & Recreation",
"Jackson Dawson - Genesis House","40A 10 AVENUE","-","Manhattan","New York","10014","9","3","40.74161355","-74.00860319","102","3","7900","MN23","1006460001","1090681","POINT (-74.00860319 40.74161355)","Businesses & Commercial Spaces",
"Achievement First Endeavor Elementary School","510 Waverly Avenue","FL 06 - Outside Elevator (Missing)","Brooklyn","New York","11238","27","1","40.6826374","-73.96576202","302","35","19900","BK69","3020110039","3057561","POINT (-73.96576202 40.6826374)","School","03/10/2025"
"J.H.S. 088 Peter Rouget","544 7th Avenue","3rd Floor outside stair c near 329A","Brooklyn","New York","11215","6","1","40.66001665","-73.98763729","307","39","14700","BK32","3008800001","3331276","POINT (-73.98763729 40.66001665)","Public Schools",
"James Madison High School","3787 Bedford Avenue","2nd Floor, Rm. 220","Brooklyn","New York","11229","39","1","40.60990523","-73.94851191","315","48","64200","BK44","3067880001","3182721","POINT (-73.94851191 40.60990523)","School",
"Storefront Academy Charter School","609 Jackson Avenue","7th Floor outside room 707","Bronx","New York","10454","10","1","40.81484863","-73.90850096","201","8","7300","BX34","2026230211","2004435","POINT (-73.90850096 40.81484863)","School",
"US Department of Labor-Boston/New York Region - OFCCP / WHD - 26 Federal Plaza","26 FEDERAL PLAZA","-","Manhattan","New York","10278","1","1","40.71600786","-74.00474364","101","1","3100","MN24","1001560050","1001674","POINT (-74.00474364 40.71600786)","Government Buildings & Services",
"P.S. 583 Bronx","1028 White Plains Road","Main Entrance","Bronx","New York","10472","44","1","40.82702214","-73.86003243","209","18","4001","BX55","2037330005","2129248","POINT (-73.86003243 40.82702214)","Public Schools","03/10/2025"
"Cypress Hills Ascend Charter Lower School","396 Grant Avenue","FL 3 - Outside Dean's Office","Brooklyn","New York","11208","0","1","40.6812394","-73.86681137","305","37","118600","BK83","3041740067","3093770","POINT (-73.86681137 40.6812394)","School",
"The Museum of Modern Art","11 WEST 53 STREET","FL 06 - M Stairs","Manhattan","New York","10019","13","1","40.76099511","-73.97720066","105","4","10400","MN17","1012690020","1081128","POINT (-73.97720066 40.76099511)","Museums",
"Columbia University - William Black Building","650 West 168th Street","Main Lobby (on column to left of security desk)","Manhattan","New York","10032","1","1","40.84162844","-73.94108908","112","10","1002","MN36","1021380040","1084389","POINT (-73.94108908 40.84162844)","Colleges & Universities","09/06/2024"
"Morgan Stanley - 750 7th Avenue - Floor: 08","750 SEVENTH AVENUE","Floor: 08","Manhattan","New York","10019","2","1","40.76074642","-73.98352505","105","3","12500","MN17","1010210026","1024795","POINT (-73.98352505 40.76074642)","Businesses & Commercial Spaces",
"ReStart @ Educational Alliance","25 AVENUE D","Basement Outside Main Office","Manhattan","New York","10009","1","1","40.72079","-73.97815244","103","2","2601","MN28","1003730038","1084874","POINT (-73.97815244 40.72079)","School",
"K2 Intelligence","845 Third Avenue","FL 15 - Pantry","Manhattan","New York","10022","12","1","40.75668147","-73.97012745","106","4","9800","MN19","1013250001","1038464","POINT (-73.97012745 40.75668147)","Businesses & Commercial Spaces",
"Marymount School","115 E 97th St.","FL 11","Manhattan","New York","10029","40","1","40.78686455","-73.95120209","111","12","15802","MN33","1016250007","1089351","POINT (-73.95120209 40.78686455)","School","06/20/2024"
"P.S. 009 Sarah Smith Garnet School","80 Underhill Avenue","2nd Floor outside Room 202","Brooklyn","New York","11238","5","1","40.67828961","-73.96554073","308","35","20500","BK64","3011450026","3028204","POINT (-73.96554073 40.67828961)","Public Schools",
"One World Trade Plaza","285 Fulton Street","C1 Lobby","Manhattan","New York","10007","32","1","40.71327345","-74.01281992","101","1","1300","MN25","1000580001","1088469","POINT (-74.01281992 40.71327345)","Businesses & Commercial Spaces",
"University Prep Charter Middle School","470 Jackson Avenue","outside room 312","Bronx","New York","10455","8","1","40.81115523","-73.90980295","201","8","3500","BX39","2025780027","2003910","POINT (-73.90980295 40.81115523)","School",
"Department of Citywide Administrative Services","253 Broadway","FL 14","Manhattan","New York","10007","8","1","40.71325748","-74.00706286","101","1","2100","MN24","1001347501","1082757","POINT (-74.00706286 40.71325748)","Government Buildings & Services",
"The Museum of Modern Art","11 WEST 53 STREET","FL 01 - Fire Command Center","Manhattan","New York","10019","55","1","40.76099511","-73.97720066","105","4","10400","MN17","1012690020","1081128","POINT (-73.97720066 40.76099511)","Museums",
"Silverstein Properties","575 LEXINGTON AVENUE","Lobby","Manhattan","New York","10022","6","1","40.75720889","-73.97182732","106","4","10000","MN19","1013060023","1036461","POINT (-73.97182732 40.75720889)","Businesses & Commercial Spaces",
"KIPP Bronx Charter School II (JEROME) - Elementary","2720 Jerome Avenue","Main Entrance","Bronx","New York","10468","11","1","40.86877517","-73.89637551","207","14","40304","BX28","2033170023","2000000","POINT (-73.89637551 40.86877517)","School",
"P.S. 188 Michael E. Berdy","3314 Neptune Avenue","FL 4","Brooklyn","New York","11224","11","1","40.57720992","-74.00019439","313","47","32800","BK21","3070060001","3188726","POINT (-74.00019439 40.57720992)","Public Schools",
"P.S. 084 Lillian Weber","32 West 92 Street","1st Floor Outside Room 136","Manhattan","New York","10025","8","1","40.78951903","-73.9675739","107","6","17700","MN12","1012050006","1081042","POINT (-73.9675739 40.78951903)","Public Schools",
"Brooklyn Landmark Elementary School","251 Macdougal Street","main entrance","Brooklyn","New York","11233","0","1","40.6803103","-73.910644","316","37","36900","BK79","3015280001","3041561","POINT (-73.910644 40.6803103)","School",
"P.S. 041 Crocheron","214-43 35 Avenue","Outside Rm 216","Queens","New York","11361","10","1","40.76957127","-73.77095522","411","19","109700","QN46","4061210001","4135975","POINT (-73.77095522 40.76957127)","Public Schools",
"Bronx School for Law, Government and Justice","244 East 163 Street","Outside Room 434","Bronx","New York","10451","13","1","40.82760013","-73.91868038","204","16","18302","BX14","2024450006","2109459","POINT (-73.91868038 40.82760013)","School",
"Morgan Stanley - ISG - New York Metro - 750 7th Avenue - Floor: 08","750 SEVENTH AVENUE","Floor: 08","Manhattan","New York","10019","2","1","40.76074642","-73.98352505","105","3","12500","MN17","1010210026","1024795","POINT (-73.98352505 40.76074642)","Businesses & Commercial Spaces",
"Customers Bank - Park Avenue, NY","101 PARK AVENUE","-","Manhattan","New York","10016-1610","2","1","40.75098522","-73.97848538","105","4","8000","MN20","3020280001","3057942","POINT (-73.97848538 40.75098522)","Businesses & Commercial Spaces",
"Kirkland & Ellis, LLP","601 LEXINGTON AVENUE","39th floor / south side pantry","Manhattan","New York","10022","31","1","40.75845753","-73.97091355","106","4","10000","MN19","1013087501","1036474","POINT (-73.97091355 40.75845753)","Businesses & Commercial Spaces",
"P.S. 020 John Bowne","142-30 Barclay Avenue","outside 322","Queens","New York","11355","11","1","40.7586816","-73.82483086","407","20","85500","QN22","4050470001","4114657","POINT (-73.82483086 40.7586816)","Public Schools",
"Jill Chaifetz Transfer High School","778 Forest Avenue","Main Entrance","Bronx","New York","10456","0","1","40.8189993","-73.90586863","201","17","7700","BX34","2026550030","2004690","POINT (-73.90586863 40.8189993)","School",
"P.S. 020 Port Richmond","161 Park Avenue","main entrance","Staten Island","New York","10302","7","1","40.63659035","-74.13291902","501","49","20700","SI28","5010200001","5106979","POINT (-74.13291902 40.63659035)","Public Schools",
"M.S. 131 Manhattan","100 Hester Street","Between C30-C37","Manhattan","New York","10002","26","1","40.71654572","-73.99309191","103","1","1600","MN27","1003010003","1082489","POINT (-73.99309191 40.71654572)","Public Schools","03/10/2025"
"CSE 2","3450 East Tremont Avenue","Main Entrance 1st Floor","Bronx","New York","10465","0","1","40.83211055","-73.82748797","210","13","16600","BX52","2055310021","2079386","POINT (-73.82748797 40.83211055)","Government Buildings & Services",
"Friends Seminary","222 EAST 16 STREET","Annex Lobby","Manhattan","New York","10003","29","1","40.73441897","-73.98577597","106","2","4800","MN21","1008970016","1082120","POINT (-73.98577597 40.73441897)","School",
"Brookfield Properties - CBRE Office Tower B","225 LIBERTY STREET","-","Manhattan","New York","10281","1","2","40.71153017","-74.01567279","101","1","31703","MN25","1000160125","1000058","POINT (-74.01567279 40.71153017)","Businesses & Commercial Spaces",
"John Adams High School","101-01 Rockaway Boulevard","Main Entrance","Queens","New York","11417","79","1","40.6796313","-73.83729753","410","28","86400","QN55","4095400002","4202849","POINT (-73.83729753 40.6796313)","Public Schools","03/10/2025"
"Goetz Fitzpatrick, LLP","1 PENN PLAZA","FL 31 - Kitchen","Manhattan","New York","10119","3","1","40.75109132","-73.9929259","105","3","10100","MN17","1007830070","1014387","POINT (-73.9929259 40.75109132)","Businesses & Commercial Spaces",
"P.S. 139 Alexine A. Fenty","330 Rugby Road","Main Entrance","Brooklyn","New York","11226","9","1","40.64192952","-73.96552355","314","40","152200","BK42","3051440064","3328235","POINT (-73.96552355 40.64192952)","Public Schools",
"ReStart @ Euphrasian Residence - requests appointment","337 EAST 17 STREET","3rd Floor","Manhattan","New York","10003","2","1","40.7337268","-73.98229051","106","2","4800","MN21","1009230022","1081662","POINT (-73.98229051 40.7337268)","School",
"P036K @ Flatbush Town Hall (K877)","35 Snyder Avenue","Main Entrance -In main office","Brooklyn","New York","11226","1","1","40.64857734","-73.95728211","314","40","79400","BK95","3051030093","3338996","POINT (-73.95728211 40.64857734)","Public Schools",
"Ft. Greene Grace Agard Harewood Senior Centers","966 Fulton Street","Director's Office","Brooklyn","New York","11238","7","1","40.68247982","-73.96217822","302","35","20100","BK69","3020140026","3057638","POINT (-73.96217822 40.68247982)","Senior Centers",
"P.S. 086 Kingsbridge Heights","2756 Reservoir Avenue","Mini School","Bronx","New York","10468","11","1","40.86982851","-73.89873854","207","11","40900","BX28","2032470070","2100971","POINT (-73.89873854 40.86982851)","Public Schools",
"Con Edison - East River Gen Station","801 EAST 14 STREET","-","Manhattan","New York","10009-2555","7","3","40.72734618","-73.97310638","106","4","4400","MN50","3066980001","3179301","POINT (-73.97310638 40.72734618)","Businesses & Commercial Spaces",
"IPG Mediabrands","100 West 33rd Street","FL 03 - Gym","Manhattan","New York","10001","8","1","40.74929316","-73.98867453","105","3","10100","MN17","1008080040","1015190","POINT (-73.98867453 40.74929316)","Businesses & Commercial Spaces",
"Haddad Brands","100 West 33rd Street","FL 11 - Pantry","Manhattan","New York","10001","7","1","40.74929316","-73.98867453","105","3","10100","MN17","1008080040","1015190","POINT (-73.98867453 40.74929316)","Businesses & Commercial Spaces","11/01/2024"
"Hughes Hubbard & Reed LLP","1 BATTERY PARK PLAZA","FL 16 - Human Resources","Manhattan","New York","10004","11","1","40.70321093","-74.01441211","101","1","900","MN25","1000090029","1000021","POINT (-74.01441211 40.70321093)","Businesses & Commercial Spaces",
"Johnson & Johnson Services Inc. - JLabs NYC","101 6th Avenue","FL 03","Manhattan","New York","10013","3","2","40.72324031","-74.00495701","102","1","3700","MN24","1004770011","1007119","POINT (-74.00495701 40.72324031)","Businesses & Commercial Spaces",
"I.S. 204 Oliver W. Holmes","36-41 28 Street","3rd Floor Outside Room 322","Queens","New York","11106","14","1","40.7570581","-73.93266365","401","26","5100","QN68","4003430001","4004156","POINT (-73.93266365 40.7570581)","Public Schools",
"Notre Dame School","327 West 13th Street","FL 02 - Mezzanine","Manhattan","New York","10014","22","1","40.73964305","-74.00438446","102","3","7700","MN23","1006290055","1011719","POINT (-74.00438446 40.73964305)","School","04/30/2025"
"P.S. 035 Nathaniel Woodhull","191-02 90 Avenue","Main Entrance","Queens","New York","11423","10","1","40.71375054","-73.76943796","412","23","48200","QN07","4104470007","4222137","POINT (-73.76943796 40.71375054)","Public Schools",
